Unnamed: 0.1,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
301,"eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.", Fearful ,2022-05-12 02:00:00,nightprisoner,facebook, #Fearful #ImaginedHorrors ,18.0,36.0,india,2022,5,12,2
302,"apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.", Apprehensive ,2023-04-08 13:15:00,tightropewalker,twitter, #Apprehensive #BalancingAct ,14.0,28.0,uk,2023,4,8,13
303,"overwhelmed by the weight of the world, atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.", Overwhelmed ,2021-06-25 17:50:00,atlasbearer,instagram, #Overwhelmed #BouldersOfExhaustion ,22.0,44.0,canada,2021,6,25,17
304,"jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success.", Jealous ,2019-08-30 10:10:00,greenmonster,facebook, #Jealous #GreenEyedMonster ,16.0,32.0,usa,2019,8,30,10
305,"devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.", Devastated ,2022-08-03 15:30:00,stormsurvivor,twitter, #Devastated #WindsOfBrokenPromises ,25.0,50.0,australia,2022,8,3,15
306,"frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.", Frustrated ,2020-12-17 09:20:00,puzzlecomposer,instagram, #Frustrated #UnsolvablePuzzle ,12.0,24.0,india,2020,12,17,9
307,"envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.", Envious ,2021-02-28 22:45:00,gildedheartache,facebook, #Envious #GildedPrize ,20.0,40.0,usa,2021,2,28,22
308,"dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition.", Dismissive ,2018-05-10 14:00:00,indifferentfort,twitter, #Dismissive #ImpenetrableWalls ,14.0,28.0,uk,2018,5,10,14
309,"shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.", Frustrated ,2022-01-07 11:10:00,dreammosaic,instagram, #Frustrated #MosaicOfDisappointment ,15.0,30.0,canada,2022,1,7,11
310,"loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.", Loneliness ,2019-09-19 03:30:00,nocturnalecho,facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,australia,2019,9,19,3
311,"fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.", Fearful ,2023-07-14 23:00:00,darkwhispers,twitter, #Fearful #SpecterOfTheUnknown ,13.0,26.0,uk,2023,7,14,23
312,"bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.", Bitterness ,2020-04-05 16:20:00,lingeringtaste,instagram, #Bitterness #BitterAftertaste ,10.0,20.0,india,2020,4,5,16
313,"overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.", Overwhelmed ,2021-11-29 08:45:00,tempestsurvivor,facebook, #Overwhelmed #DrowningSoul ,20.0,40.0,usa,2021,11,29,8
314,"jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent.", Jealous ,2019-12-12 17:00:00,venomousheart,twitter, #Jealous #HeartOfDiscontent ,16.0,32.0,australia,2019,12,12,17
315,"devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake.", Devastated ,2022-05-20 14:50:00,fragiletrust,instagram, #Devastated #ShatteredTrust ,25.0,50.0,canada,2022,5,20,14
316,"frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand.", Frustrated ,2020-09-03 12:15:00,brokenthreads,facebook, #Frustrated #SlippingThreads ,14.0,28.0,uk,2020,9,3,12
317,"envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights.", Envious ,2021-02-10 19:30:00,successpill,twitter, #Envious #BitterPill ,20.0,40.0,usa,2021,2,10,19
318,"dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.", Dismissive ,2018-08-18 14:40:00,curtainshield,instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,australia,2018,8,18,14
319,"despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness.", Despair ,2022-02-28 21:00:00,foggylabyrinth,facebook, #Despair #LabyrinthOfHopelessness ,8.0,16.0,canada,2022,2,28,21
320,"bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory.", Bitterness ,2019-10-15 10:30:00,icyresentment,twitter, #Bitterness #IciclesOfResentment ,15.0,30.0,uk,2019,10,15,10
321,"loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces.", Loneliness ,2017-12-01 18:50:00,solitarymoon,instagram, #Loneliness #StarlessSky ,18.0,36.0,usa,2017,12,1,18
322,"yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon.", Yearning ,2020-04-18 16:15:00,vanishedsunset,facebook, #Yearning #HuesOfSunset ,10.0,20.0,australia,2020,4,18,16
323,"fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.", Fearful ,2023-01-07 03:30:00,nightprisoner,twitter, #Fearful #LurkingMonsters ,18.0,36.0,india,2023,1,7,3
324,"apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.", Apprehensive ,2021-06-10 10:00:00,windwhisperer,instagram, #Apprehensive #StormOfDoubt ,14.0,28.0,canada,2021,6,10,10
325,"overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.", Overwhelmed ,2020-02-22 15:20:00,mazeexplorer,facebook, #Overwhelmed #MinotaurOfPressure ,22.0,44.0,usa,2020,2,22,15
326,"jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.", Jealous ,2018-03-17 14:45:00,woundedgarden,twitter, #Jealous #BloomingAchievements ,16.0,32.0,uk,2018,3,17,14
327,"devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.", Devastated ,2022-10-28 11:15:00,ruinedheart,instagram, #Devastated #EchoesOfShatteredDreams ,25.0,50.0,australia,2022,10,28,11
328,"frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.", Frustrated ,2020-11-01 12:30:00,knotuntangler,facebook, #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0,india,2020,11,1,12
329,"envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.", Envious ,2021-01-15 22:10:00,elusivekeys,twitter, #Envious #DesireForKeys ,20.0,40.0,usa,2021,1,15,22
330,"dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.", Dismissive ,2018-08-18 14:00:00,indifferentfort,instagram, #Dismissive #IndifferencePerformance ,12.0,24.0,australia,2018,8,18,14
331,"shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.", Frustrated ,2022-01-07 11:10:00,dreammosaic,twitter, #Frustrated #MosaicOfDisappointment ,15.0,30.0,canada,2022,1,7,11
332,"loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.", Loneliness ,2019-09-19 03:30:00,nocturnalecho,facebook, #Loneliness #SolitaryNocturne ,18.0,36.0,australia,2019,9,19,3
333,awe-struck by the breathtaking sunrise over the mountains., Awe           ,2022-04-03 06:15:00,natureadmirer,instagram, #Awe #BreathtakingSunrise                   ,28.0,55.0,usa,2022,4,3,6
334,navigating through the challenges with determination., Determination ,2023-10-12 10:30:00,goalpursuer,twitter, #Determination #Challenges                  ,15.0,30.0,canada,2023,10,12,10
335,nostalgia hits while flipping through an old photo album., Nostalgia      ,2019-06-28 19:00:00,memorylane,facebook, #Nostalgia #OldMemories                     ,22.0,45.0,uk,2019,6,28,19
336,thrilled to witness the grandeur of a cultural festival., Thrill        ,2020-09-15 14:45:00,cultureenthusiast,instagram, #Thrill #CulturalCelebration              ,40.0,80.0,india,2020,9,15,14
337,calmness found in the rhythm of raindrops on the windowpane., Calmness      ,2017-11-08 21:20:00,rainwatcher,twitter, #Calmness #RainyDays                        ,18.0,35.0,australia,2017,11,8,21
338,overwhelmed by the support received during a personal challenge., Overwhelmed   ,2021-05-20 17:30:00,personaljourney,facebook, #Overwhelmed #SupportiveCommunity          ,25.0,50.0,usa,2021,5,20,17
339,excitement builds as the countdown to a long-awaited vacation begins., Excitement ,2023-01-10 12:00:00,vacationdreamer,instagram, #Excitement #VacationCountdown        ,30.0,60.0,france,2023,1,10,12
340,"reflecting on life's journey, grateful for the lessons learned.", Gratitude   ,2018-12-05 08:45:00,lifelearner,twitter, #Gratitude #LifeLessons                    ,35.0,70.0,brazil,2018,12,5,8
341,bittersweet emotions arise while bidding farewell to a dear friend., Bittersweet ,2020-03-15 18:30:00,farewellsender,instagram, #Bittersweet #Farewell                     ,20.0,40.0,japan,2020,3,15,18
342,curiosity sparked by exploring a mysterious ancient ruin., Curiosity     ,2016-08-22 15:10:00,historyexplorer,facebook, #Curiosity #AncientDiscovery          ,18.0,35.0,greece,2016,8,22,15
343,admiration for the intricate details of a handcrafted masterpiece., Admiration    ,2019-08-20 16:00:00,craftenthusiast,instagram, #Admiration #HandcraftedArt               ,25.0,50.0,usa,2019,8,20,16
344,overjoyed by the warmth of a cozy fireplace on a winter evening., Overjoyed     ,2021-12-08 19:30:00,winterlover,twitter, #Overjoyed #WinterWarmth                  ,18.0,35.0,canada,2021,12,8,19
345,inspiration strikes while observing the colors of a vibrant sunset., Inspiration   ,2020-06-10 20:45:00,sunsetwatcher,instagram, #Inspiration #ColorfulSunset             ,30.0,60.0,uk,2020,6,10,20
346,motivated to achieve fitness goals after an invigorating workout., Motivation    ,2022-02-28 07:15:00,fitnessjunkie,facebook, #Motivation #FitnessGoals                 ,40.0,80.0,australia,2022,2,28,7
347,gratitude for the simple joys found in a cup of morning coffee., Gratitude     ,2017-04-15 08:00:00,coffeelover,twitter, #Gratitude #MorningCoffee                 ,22.0,45.0,india,2017,4,15,8
348,feeling empowered after conquering a challenging hiking trail., Empowerment   ,2018-09-05 14:20:00,hikingexplorer,instagram, #Empowerment #HikingAdventure             ,35.0,70.0,usa,2018,9,5,14
349,amused by the antics of playful kittens during playtime., Amusement     ,2022-10-22 12:45:00,kittyobserver,facebook, #Amusement #PlayfulKittens               ,15.0,30.0,canada,2022,10,22,12
350,contemplating life's mysteries under the starry night sky., Contemplation ,2016-07-02 23:30:00,stargazer,twitter, #Contemplation #StarryNight               ,28.0,55.0,uk,2016,7,2,23
351,joyful reunion with long-lost friends after years of separation., JoyfulReunion ,2020-11-18 17:10:00,friendshiprenewal,instagram, #JoyfulReunion #Friendship               ,20.0,40.0,india,2020,11,18,17
352,excitement builds while preparing for a surprise celebration., Excitement    ,2023-03-05 15:00:00,celebrationplanner,facebook, #Excitement #SurpriseCelebration         ,30.0,60.0,australia,2023,3,5,15
353,satisfaction derived from successfully completing a diy project., Satisfaction  ,2015-12-01 11:30:00,diyenthusiast,twitter, #Satisfaction #DIYProject                 ,25.0,50.0,usa,2015,12,1,11
354,feeling blessed for the supportive community in times of need., Blessed       ,2021-09-10 09:45:00,communityhelper,instagram, #Blessed #SupportiveCommunity            ,18.0,35.0,uk,2021,9,10,9
355,captivated by the serenity of a tranquil garden in full bloom., Serenity      ,2018-05-12 14:20:00,gardenenthusiast,facebook, #Serenity #TranquilGarden                ,22.0,45.0,canada,2018,5,12,14
356,anticipation for an upcoming adventure in an exotic destination., Anticipation  ,2022-07-25 10:00:00,wanderlust,twitter, #Anticipation #AdventureAwaits           ,40.0,80.0,india,2022,7,25,10
357,reflecting on personal growth achieved through life experiences., Reflection    ,2019-03-08 18:30:00,growthseeker,instagram, #Reflection #PersonalGrowth              ,35.0,70.0,usa,2019,3,8,18
358,nostalgic memories flood in while revisiting childhood favorites., Nostalgia     ,2017-01-28 21:15:00,childhoodmemories,facebook, #Nostalgia #ChildhoodFavorites           ,20.0,40.0,australia,2017,1,28,21
359,appreciation for the vibrant culture experienced during travel., Appreciation  ,2016-11-14 13:45:00,cultureexplorer,twitter, #Appreciation #CulturalExperience        ,28.0,55.0,uk,2016,11,14,13
360,confidence soars after overcoming public speaking anxiety., Confidence    ,2020-04-02 17:30:00,publicspeaker,instagram, #Confidence #OvercomingAnxiety          ,15.0,30.0,usa,2020,4,2,17
361,contentment in the midst of a family gathering filled with laughter., Contentment   ,2023-01-15 19:00:00,familycelebration,facebook, #Contentment #FamilyLaughter             ,25.0,50.0,canada,2023,1,15,19
362,enthusiasm for learning new skills and expanding knowledge., Enthusiasm    ,2018-08-07 12:15:00,lifelonglearner,twitter, #Enthusiasm #SkillBuilding               ,30.0,60.0,india,2018,8,7,12
363,surprise and delight at discovering a hidden gem in the city., Surprise      ,2019-10-18 16:45:00,cityexplorer,instagram, #Surprise #HiddenGem                      ,18.0,35.0,uk,2019,10,18,16
364,a sense of accomplishment after completing a challenging workout., Accomplishment ,2022-06-30 07:00:00,fitnessachiever,facebook, #Accomplishment #FitnessSuccess         ,22.0,45.0,australia,2022,6,30,7
365,wonderment at the beauty of a double rainbow after the rain., Wonderment    ,2017-06-12 18:20:00,rainbowchaser,twitter, #Wonderment #DoubleRainbow               ,35.0,70.0,usa,2017,6,12,18
366,optimism for a bright future amidst challenging times., Optimism      ,2021-07-05 09:30:00,futureoptimist,instagram, #Optimism #BrightFuture                  ,20.0,40.0,canada,2021,7,5,9
367,pride in achieving a personal milestone in career progression., Pride         ,2016-04-15 14:50:00,careerachiever,facebook, #Pride #CareerMilestone                  ,28.0,55.0,uk,2016,4,15,14
368,happiness blooms like flowers in a garden on a sunny day., Happiness     ,2020-02-10 11:15:00,sunnydayenthusiast,twitter, #Happiness #SunnyDay                      ,15.0,30.0,india,2020,2,10,11
369,elation over discovering a rare book in a quaint bookstore., Elation       ,2018-09-22 16:30:00,bookworm,instagram, #Elation #RareBookDiscovery              ,40.0,80.0,usa,2018,9,22,16
370,curiosity piqued by the mysteries of an ancient archaeological site., Curiosity   ,2015-11-08 10:00:00,archaeologyenthusiast,facebook, #Curiosity #AncientMysteries            ,18.0,35.0,australia,2015,11,8,10
371,mesmerized by the cosmic dance of fireflies on a moonlit night., Enchantment   ,2022-08-10 22:00:00,nightskyobserver,instagram, #Enchantment #CosmicFireflies             ,25.0,50.0,brazil,2022,8,10,22
372,intrigued by the symphony of colors in an abstract art exhibition., Intrigue      ,2019-04-05 17:30:00,artconnoisseur,twitter, #Intrigue #AbstractArt                   ,18.0,35.0,france,2019,4,5,17
373,giggles and joy echo in the air during a children's playdate., PlayfulJoy    ,2020-12-15 15:45:00,playfulparent,facebook, #PlayfulJoy #ChildrensPlaydate           ,22.0,45.0,japan,2020,12,15,15
374,enveloped in serenity while practicing mindfulness by the lake., Mindfulness   ,2017-10-20 08:15:00,zenseeker,instagram, #Mindfulness #LakeTranquility            ,35.0,70.0,canada,2017,10,20,8
375,chasing dreams like a kite soaring high in the vast open sky., DreamChaser   ,2021-02-28 13:00:00,skydreamer,twitter, #DreamChaser #SkyHighDreams              ,30.0,60.0,australia,2021,2,28,13
376,spellbound by the elegance of a ballroom dance under crystal chandeliers., Elegance ,2018-06-12 20:30:00,danceenthusiast,facebook, #Elegance #BallroomDance                ,28.0,55.0,uk,2018,6,12,20
377,whimsical delight in a world of fairy tales and magical creatures., Whimsy        ,2016-03-08 14:20:00,fairytaleexplorer,instagram, #Whimsy #MagicalWorld                    ,20.0,40.0,usa,2016,3,8,14
378,pensive contemplation amid the ancient ruins of a forgotten civilization., Pensive ,2023-04-18 17:10:00,ruinsexplorer,twitter, #Pensive #AncientCivilization           ,18.0,35.0,greece,2023,4,18,17
379,embracing the thrill of speed on a rollercoaster's exhilarating twists., Thrill      ,2020-07-25 12:45:00,rollercoasterfan,facebook, #Thrill #RollercoasterAdventure        ,22.0,45.0,germany,2020,7,25,12
380,harmony resonates as musicians play a melody of unity and togetherness., Harmony    ,2019-11-30 19:30:00,musicharmonist,instagram, #Harmony #MusicalUnity                   ,35.0,70.0,sweden,2019,11,30,19
381,a burst of creativity in the quiet solitude of an artist's studio., Creativity   ,2015-09-01 16:00:00,studioartist,twitter, #Creativity #ArtistsHaven               ,15.0,30.0,italy,2015,9,1,16
382,radiant joy akin to blooming flowers on a sun-kissed spring morning., Radiance    ,2022-05-05 10:15:00,springenthusiast,facebook, #Radiance #SpringBlooms                 ,25.0,50.0,netherlands,2022,5,5,10
383,a sense of wonder at the vastness of the cosmos on a stargazing night., Wonder     ,2018-07-08 23:00:00,cosmosexplorer,instagram, #Wonder #StargazingAdventure            ,40.0,80.0,south africa,2018,7,8,23
384,rejuvenated by the salty breeze and the sound of waves at the seaside., Rejuvenation ,2021-09-20 14:30:00,seabreezelover,twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,spain,2021,9,20,14
385,whispers of inspiration from the rustling leaves in a serene forest., Inspiration ,2016-11-15 11:45:00,forestdreamer,facebook, #Inspiration #ForestWhispers            ,28.0,55.0,portugal,2016,11,15,11
386,savoring the warmth of a cup of cocoa on a chilly winter evening., Coziness     ,2020-01-12 18:00:00,winterwarmth,instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,switzerland,2020,1,12,18
387,heartfelt gratitude for the laughter shared during a family reunion., Gratitude  ,2017-12-28 19:15:00,familygatherer,facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,austria,2017,12,28,19
388,"embarking on a culinary adventure, savoring exotic flavors around the world.", Adventure ,2019-03-02 20:20:00,culinaryexplorer,twitter, #Adventure #CulinaryJourney             ,35.0,70.0,belgium,2019,3,2,20
389,euphoria floods in as the final puzzle piece clicks into place., Euphoria   ,2022-06-08 15:30:00,puzzlesolver,instagram, #Euphoria #PuzzleCompletion            ,20.0,40.0,denmark,2022,6,8,15
390,awe-inspired by the grandeur of an ancient cathedral's intricate architecture., Awe    ,2018-08-18 14:45:00,cathedralvisitor,facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,czech republic,2018,8,18,14
391,captivated by the ethereal beauty of a field filled with fireflies., Enchantment   ,2022-08-10 22:00:00,nightskyobserver,instagram, #Enchantment #FireflyField              ,25.0,50.0,brazil,2022,8,10,22
392,immersed in the enchanting melodies of a street musician's violin., Melodic       ,2019-04-05 17:30:00,musiclover,twitter, #Melodic #StreetMusic                   ,18.0,35.0,france,2019,4,5,17
393,joyful laughter resonates through a lively summer carnival., FestiveJoy    ,2020-12-15 15:45:00,carnivalgoer,facebook, #FestiveJoy #SummerCarnival             ,22.0,45.0,japan,2020,12,15,15
394,exploring the universe within during a mindful meditation session., InnerJourney  ,2017-10-20 08:15:00,mindfulexplorer,instagram, #InnerJourney #MeditationBliss          ,35.0,70.0,canada,2017,10,20,8
395,soaring like a free spirit on the winds of a coastal cliff., Freedom       ,2021-02-28 13:00:00,coastalexplorer,twitter, #Freedom #CoastalAdventure              ,30.0,60.0,australia,2021,2,28,13
396,dazzled by the elegance of a masquerade ball's dazzling costumes., Dazzle        ,2018-06-12 20:30:00,masqueradeattendee,facebook, #Dazzle #MasqueradeElegance            ,28.0,55.0,uk,2018,6,12,20
397,whimsical delight in a world of whimsical fairy tales., Whimsy        ,2016-03-08 14:20:00,fairytaleadventurer,instagram, #Whimsy #FairyTaleMagic                 ,20.0,40.0,usa,2016,3,8,14
398,reflective contemplation amid the ruins of a forgotten era., Reflection    ,2023-04-18 17:10:00,ruinsexplorer,twitter, #Reflection #ForgottenEra               ,18.0,35.0,greece,2023,4,18,17
399,riding the adrenaline rush on a rollercoaster's wild twists., Adrenaline     ,2020-07-25 12:45:00,thrillseeker,facebook, #Adrenaline #RollercoasterThrills      ,22.0,45.0,germany,2020,7,25,12
400,harmony resonates as musicians play a symphony of unity., Harmony       ,2019-11-30 19:30:00,musicharmonist,instagram, #Harmony #MusicalUnity                   ,35.0,70.0,sweden,2019,11,30,19
401,a burst of artistic creativity in the quietude of an artist's studio., ArtisticBurst ,2015-09-01 16:00:00,studioartist,twitter, #ArtisticBurst #StudioCreativity       ,15.0,30.0,italy,2015,9,1,16
402,radiant joy akin to blossoming flowers on a sunlit spring morning., Radiance      ,2022-05-05 10:15:00,springenthusiast,facebook, #Radiance #SpringBlooms                 ,25.0,50.0,netherlands,2022,5,5,10
403,awe-inspired by the vastness of the cosmos on a stargazing night., Wonder       ,2018-07-08 23:00:00,cosmosexplorer,instagram, #Wonder #StargazingAdventure            ,40.0,80.0,south africa,2018,7,8,23
404,rejuvenated by the salty breeze and the sound of waves at the seaside., Rejuvenation ,2021-09-20 14:30:00,seabreezelover,twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,spain,2021,9,20,14
405,whispers of inspiration from the rustling leaves in a serene forest., Inspiration  ,2016-11-15 11:45:00,forestdreamer,facebook, #Inspiration #ForestWhispers            ,28.0,55.0,portugal,2016,11,15,11
406,savoring the warmth of a cup of cocoa on a chilly winter evening., Coziness     ,2020-01-12 18:00:00,winterwarmth,instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,switzerland,2020,1,12,18
407,heartfelt gratitude for the laughter shared during a family reunion., Gratitude  ,2017-12-28 19:15:00,familygatherer,facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,austria,2017,12,28,19
408,"embarking on a culinary odyssey, savoring flavors around the world.", CulinaryOdyssey ,2019-03-02 20:20:00,culinaryexplorer,twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0,belgium,2019,3,2,20
409,euphoria floods in as the final puzzle piece fits perfectly., Euphoria     ,2022-06-08 15:30:00,puzzlesolver,instagram, #Euphoria #PerfectPuzzle               ,20.0,40.0,denmark,2022,6,8,15
410,awe-struck by the grandeur of an ancient cathedral's intricate architecture., Awe    ,2018-08-18 14:45:00,cathedralvisitor,facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,czech republic,2018,8,18,14
411,curiosity awakened by the mysteries of an ancient archaeological site., Curiosity  ,2015-11-08 10:00:00,archaeologyenthusiast,instagram, #Curiosity #AncientMysteries          ,18.0,35.0,australia,2015,11,8,10
412,giddy with excitement as the first snowflakes dance from the sky., Excitement   ,2020-12-02 17:30:00,snowfallenthusiast,twitter, #Excitement #SnowfallMagic             ,22.0,45.0,canada,2020,12,2,17
413,contentment envelops as the aroma of freshly baked bread fills the air., Contentment ,2017-06-10 12:15:00,breadlover,instagram, #Contentment #FreshBreadAroma          ,28.0,55.0,france,2017,6,10,12
414,inspired by the resilience of a lone tree standing tall in a storm., Resilience   ,2021-04-15 14:20:00,natureresilient,facebook, #Resilience #StandingTall              ,35.0,70.0,usa,2021,4,15,14
415,"lost in the pages of a captivating novel, transported to another world.", Immersion ,2019-09-28 19:45:00,bookworm,twitter, #Immersion #CaptivatingNovel           ,20.0,40.0,uk,2019,9,28,19
416,drenched in nostalgia while flipping through an old family photo album., Nostalgia ,2016-12-05 21:00:00,familyhistorian,instagram, #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0,india,2016,12,5,21
417,spark of inspiration ignites like a shooting star in the night sky., Spark        ,2018-02-10 23:30:00,nightskywatcher,facebook, #Spark #InspirationIgnited             ,30.0,60.0,australia,2018,2,10,23
418,imbued with gratitude for the simple pleasure of a warm cup of tea., Gratitude    ,2023-02-15 08:30:00,teaenthusiast,twitter, #Gratitude #WarmTea                    ,18.0,35.0,japan,2023,2,15,8
419,marveling at the kaleidoscope of colors in a vibrant street market., Marvel       ,2015-08-22 15:00:00,marketexplorer,instagram, #Marvel #ColorfulStreetMarket          ,22.0,45.0,brazil,2015,8,22,15
420,awash with serenity as the sun sets over a tranquil lakeside retreat., Serenity   ,2020-11-20 18:45:00,lakesideretreater,facebook, #Serenity #TranquilSunset              ,28.0,55.0,germany,2020,11,20,18
421,drowning in sorrow as memories of lost love resurface., Heartbreak    ,2019-08-05 21:00:00,lostinlove,instagram, #Heartbreak #LostLove                    ,15.0,30.0,usa,2019,8,5,21
422,numbness sets in as the weight of loneliness grows heavier., Loneliness    ,2021-02-12 16:45:00,solitudeseeker,twitter, #Loneliness #HeavyHeart                  ,18.0,35.0,canada,2021,2,12,16
423,"tears fall like raindrops, mourning the end of a cherished friendship.", Grief      ,2020-11-28 14:20:00,friendshipsend,facebook, #Grief #LostFriendship                  ,22.0,45.0,uk,2020,11,28,14
424,"despair clouds the mind, feeling adrift in an endless sea of darkness.", Despair   ,2016-05-15 22:30:00,lostindarkness,instagram, #Despair #EndlessDarkness               ,28.0,55.0,australia,2016,5,15,22
425,"shattered by betrayal, trust crumbles like fragile glass.", Betrayal      ,2018-09-10 13:15:00,brokentrust,twitter, #Betrayal #ShatteredTrust               ,22.0,45.0,germany,2018,9,10,13
426,"aching heart, the symphony of pain plays in the silence of solitude.", Suffering ,2022-03-20 19:30:00,silentsufferer,facebook, #Suffering #HeartacheSymphony          ,25.0,50.0,brazil,2022,3,20,19
427,"emotional storm, a whirlwind of sadness engulfs every thought.", EmotionalStorm ,2017-07-18 17:45:00,stormyfeelings,instagram, #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0,india,2017,7,18,17
428,"haunted by regrets, the ghost of the past lingers relentlessly.", Regret        ,2018-12-15 10:00:00,lingeringghost,twitter, #Regret #HauntedPast                    ,18.0,35.0,france,2018,12,15,10
429,"torn apart by grief, the echoes of loss reverberate through the soul.", Grief      ,2015-06-28 21:15:00,echoesofloss,facebook, #Grief #TornApart                       ,28.0,55.0,italy,2015,6,28,21
430,"isolation deepens, an emotional winter where warmth is but a distant memory.", Isolation ,2020-04-02 14:20:00,winterofemotions,instagram, #Isolation #EmotionalWinter            ,35.0,70.0,japan,2020,4,2,14
431,"soul-crushing disappointment, hopes shattered like fragile glass.", Disappointment ,2019-10-08 18:30:00,shatteredhopes,twitter, #Disappointment #CrushedHopes          ,20.0,40.0,spain,2019,10,8,18
432,"painful echoes of a love once cherished, now lost in the abyss of time.", LostLove ,2016-11-22 09:45:00,abyssoftime,facebook, #LostLove #PainfulEchoes               ,22.0,45.0,netherlands,2016,11,22,9
433,"heartache deepens, a solitary journey through the abyss of despair.", Despair   ,2022-08-18 22:00:00,solitarydescent,instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,south africa,2022,8,18,22
434,"melancholy lingers, a bittersweet serenade in the quietude of solitude.", Melancholy ,2017-03-12 23:30:00,serenadeofsolitude,twitter, #Melancholy #QuietSerenade             ,18.0,35.0,uk,2017,3,12,23
435,"bitterness like a poison, seeping into every crevice of the wounded heart.", Bitterness ,2015-12-15 16:15:00,poisonedheart,facebook, #Bitterness #WoundedHeart              ,25.0,50.0,australia,2015,12,15,16
436,"emotional exhaustion, the weight of the world crushing weary shoulders.", Exhaustion ,2021-09-05 13:30:00,wearysoulcrushed,instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,canada,2021,9,5,13
437,"sorrowful echoes, a symphony of pain played by the strings of loss.", Sorrow      ,2018-05-22 20:45:00,stringsofsorrow,twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,germany,2018,5,22,20
438,"darkness descends, engulfing the soul in the shadows of despair.", Darkness     ,2016-07-10 18:20:00,soulinshadow,facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,usa,2016,7,10,18
439,"desperation whispers, the silent plea for a glimmer of hope in the abyss.", Desperation ,2019-04-30 14:00:00,whispereddespair,instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,france,2019,4,30,14
